_id,amenities,check_in_date,check_out_date,city,country,description,hotel_star_rating,landmark,latitude,longitude,occupancy,property_address,property_id,property_name,room_price,room_types,uniq_id
ObjectId(5b379a6ee15bc1a8984f10b6),Newspaper,04/08/2016,05/08/2016,Kalimpong,India,"Sangsey Valley Resort is Located at the wonderful location of upper delo icchey dara gaon .Delo Hill is an extended nature park with very well maintained gardens, fountains, views of Mt. Kanchenjungha and River Teesta. There is a huge statue of Lord Hanuman near Delo. You would also find a very nice statue of Lord Buddha on the way while returning from Delo to Kalimpong. Monasteries or Buddhist gumphas form a very important feature of the surrounding and there are three important gumphas-Tharpa Choling Monastery, Zong Dog Palri Fo-Brang Monastery and Tongsa Gompa that stands witness to the journey of Buddhism in India. There is also the Lepcha Museum & Monastery situated in nearby Big Dhara which showcases everything about the Lepcha community and culture.",4,,27.087429,88.5313568,3 Adults 2 Kids,"South Sikkim, Kalimpong",67368,Sangsey Valley Resort,3167,3 Bedded Room,52a63c632d90923f7f0c394a79dce191
ObjectId(5b379a6ee15bc1a8984f10b7),Parking|AC,04/08/2016,05/08/2016,Kanpur,India,"What should you know? Enjoy unmatched service at affordable prices at Amantran Hotel. Laundry, doctor-on-call, car parking, and a travel desk for all the travel-related enquiries are available for guests. The rooms are hygienic and well-maintained. There is provision for cable-connected television and a remote control in every room. Veg and non-veg delicacies are served in the dining area or in the comfort of your room.Why should you stay here? Hotel Amantran is a value for money and comfortable accommodation. The Govindpuri Railway Station is the nearest railway station, located at a distance of 3.5 km, while the airport is 15 km far.",3,,26.4664612,80.3474503,2 Adults 2 Kids,"Ratanlal nagar, Kanpur",28733,Hotel Amantran Kanpur,815,Double Non-A/C Rooms,49ad3256fc231a4c9fdb6f6f2cc00d16
ObjectId(5b379a6ee15bc1a8984f10b8),WiFi|Free Breakfast|Newspaper|AC,04/08/2016,05/08/2016,Jammu,India,"What should you know? The hotel is situated on BC Road . It offers facilities like 24-hour front desk, free parking, power backup, doctor-on-call, taxi service, sightseeing service, laundry service, and luggage storage space. This property offers accommodation in 20 rooms that come with in-rooms amenities like air-conditioning, attached bathroom, hot and cold water, room service, telephone facility, cable television, and a wardrobe. The hotel houses a multi-cuisine restaurant that serves North Indian cuisines.Why should you stay here? Here, family vacationers and leisure travellers are provided with comfortable stay and have the opportunity to visit tourist attractions like Bahu Fort and Raghunath Temple.",4,,32.7387009,74.8655472,2 Adults 2 Kids,"Jammu, Jammu",61528,Hotel Red Rose,1400,Deluxe A/c Double (EP),9d22e9885376cb00d1027ad4e8951d52
ObjectId(5b379a6ee15bc1a8984f10b9),Newspaper|AC,04/08/2016,05/08/2016,Kanpur,India,"What should you know? Located at a walking distance from the South X Mall, Hotel Vijay Inter Continental provides a wide range of services to its guests such as Wi-Fi access, a doctor-on-call, a gym, a swimming pool, babysitting facility, car rental, 24-hour room service, a TV with cable connection, a minibar, a coffee shop, an in-house restaurant, direct-dial STD / ISD phones, laundry service, a bar/lounge, valet parking, banquet facilities, and an in-room tea/coffee maker. The hotel has a total of 95 rooms that are distributed in the form of deluxe, executive, suites and presidential suites.Why should you stay here? The hotel is close to several tourist spots such as Phool Bagh, Kanpur Memorial Church, Allen Forest Zoo, Jain glass Temple and Shri Radhakrishna Temple.",5,,26.4882011,80.3266296,2 Adults 2 Kids,"John Wallinger Ave, Kanpur",47032,Hotel Vijay Inter Continental,5802,Deluxe AC Double,ed546591dba770faae0ec3edadb0fcde
ObjectId(5b379a6ee15bc1a8984f10ba),Newspaper|AC,04/08/2016,05/08/2016,Velankanni,India,"What should you know? This property is located between East Coast main road and the backwater channels of Kaduvaiyaru river. It is a an economy resort that gives the guests a chance to experience the backwaters. The facilities offered in this resort are water villas, boating in lake, wifi, driver rest room, car parking, and a doctor-on-call etc. There is an in-house multi-cuisine restaurant called Grandma that offers home cooked food.Why should you stay here? neha.aggarwal.wpc@gmail.comHi. Please look at this article. It has been edited. And this should give you a good picture of how a hotel info content should look like.",3,,10.7195148,79.8324127,1 Adult 2 Kids,"Karuvelankadai Village, Velankanni",22029,Velankanni Lake Resort,2878,Water Villas AC Traditional Cott,6af86618d2b757a0686d46727df276a8
ObjectId(5b379a6ee15bc1a8984f10bb),Pickup & Drop|Parking|AC,04/08/2016,05/08/2016,Jodhpur,India,"What should you know? A budget hotel, this accommodation facility is located in the heart of Jodhpur City and is easily accessible from all major tourist attractions. The hotel offers highly personalised services and delicious food. The hotel offers accommodation in its AC and non-AC rooms, which are well-maintained, hygienic, neat, and equipped with basic facilities like private bathroom with toiletries, geyser, wardrobe, and much more. The hotel also provides other facilities like parking, laundry, dry cleaning, doctor-on-call, and much more.Why should you stay here? Besides being strategically located, the hotel offers relaxing and soothing environment along with good food and facilities at a budget price.",1,,26.2790203,73.0190735,2 Adults 2 Kids,"Shakti Nagar, Jodhpur",53742,Hotel Krishna,1624,Deluxe AC Double,8b5952e578717e20b311846f7aab031f
ObjectId(5b379a6ee15bc1a8984f10bc),WiFi,04/08/2016,05/08/2016,Jodhpur,India,"What should you know? Hotel Inn Season Jodhpur is a heritage hotel, which offers 10 luxury suites and 5 rooms. The in-room amenities include refrigerators, cable televisions, wifi connection, shaving mirrors, and dryers. The facilities provided by the hotel are 24-hour room service, laundry service, money exchange, Jodhpur sight-seeing, village safari, and a travel desk. It also has an outdoor pool and offers activities like tennis, golf, snooker and squash.Why should you stay here? Hotel Inn Season Jodhpur gives you a glimpse of the royal lifestyle and provides a pleasant stay.",2,,26.2718601,73.0227737,2 Adults 2 Kids,"PWD Road, Jodhpur",28525,Hotel Inn Season,4062,Luxury Suite AC Double,b19c23cfd4efef0990c1eca9a2726680
ObjectId(5b379a6ee15bc1a8984f10bd),WiFi|Newspaper|Pickup & Drop|Gym|Parking|AC,04/08/2016,05/08/2016,Jalpaiguri,India,"What should you know? The Riverwood Forest Retreats is part of the Dooars in North Bengal and set amidst the mountains of the foothills of the Himalayas. The rooms are spacious and fitted with modern amenities. The facilities provided to guests include car parking space, travel assistance, room service, a front office, and laundry service. The Retreat is in Dakshin Dhupjhora near Chalsa overlooking the Gorumara National Park and Murti River. There is a multi-cuisine restaurant in the retreat that serves Indian and Pan Asian food. Some activities that guests can indulge in are nature walks, cycling, trekking, and jeep safaris.Why should you stay here? The Riverwood Forest Retreats is an ideal place to spend a quiet vacation surrounded by the best nature has to offer.",3,,26.8085194,88.8236008,1 Adult 2 Kids,"Dakshin Dhupjhora, Jalpaiguri",15468,The Riverwood Forest Retreats,3509,Premium Single A/c,032d715cabef6d4633e753de416929a8
ObjectId(5b379a6ee15bc1a8984f10be),Newspaper|AC,04/08/2016,05/08/2016,Jammu,India,"What should you know? The hotel is situated in lower R.N Bazar. It offers facilities like front desk, wi-fi access, foreign exchange assistance, parking facility, doctor-on-call, intercom facility, and 24-hour security. This property offers accommodation in 11 rooms that come with amenities like room service, air-conditioning, attached bathroom, cable television, electronic safe, daily housekeeping, and an electronic safe. The hotel also has an in-house multi-cuisine restaurant where guests can enjoy a variety of delectable dishes.Why should you stay here? The hotel provides good accommodation with modern facilities for family vacationers, leisure travellers, and couples.",4,,32.7391319,74.8653717,2 Adults 2 Kids,"Lower Raghunath Bazar, Jammu",61628,Hotel Novelty,979,Double Non-A/C Rooms,468a9d2218d6bf56c33bb5f6e6528793
ObjectId(5b379a6ee15bc1a8984f10bf),Veg Only|Card Payment|Parking|AC,04/08/2016,05/08/2016,Jodhpur,India,"What should you know? A state of the art structure, this hotel offers good ambience, warm hospitality, and relaxing accommodation. Crafted to suit the needs and desires of business travellers as well as leisure seekers, the hotel is an ideal stop-over choice. The hotel offers comfortable accommodation in its rooms, which are categorised into Family Suite, Deluxe, Executive, and Standard AC rooms. All the rooms in the hotel are spacious, well maintained, and equipped with facilities like a private bathroom, colour television, and telephone. The hotel provides services like parking, security, doctor-on-call, concierge, bar, and a restaurant.Why should you stay here? Besides being strategically located, the hotel offers a relaxing and soothing environment along with good food and facilities.",1,,26.2931786,72.9905472,2 Adults 2 Kids,"Sursagar, Jodhpur",54666,Hotel Siddharth Kailash,2445,Double A/C Rooms,055f0bc06845a9a5495666fedd28ae78
ObjectId(5b379a6ee15bc1a8984f10c0),WiFi|Newspaper|Pickup & Drop|Parking|AC,04/08/2016,05/08/2016,Kapurthala,India,,5,,31.3804417,75.3852158,2 Adults 2 Kids,"Near Jama Maszid, Kapurthala",59664,Kapurthala Guest House,1039,Double Non-A/C Rooms,9171c322f1d37adde63247de2447d2e6
ObjectId(5b379a6ee15bc1a8984f10c1),Newspaper|AC,04/08/2016,05/08/2016,Mandarmani,India,"What should you know? The Sonar Bangla is a sprawling oceanfront property overlooking the Bay of Bengal. There are 68 classy sea-facing rooms, each equipped with a telephone, colour television, and private bathroom. Families can enjoy a dip in the swimming pool or walk along the beach. There is a multi-cuisine restaurant available here. Ample parking is available at the premises. Corporates can use the conference room to conduct meetings. In addition to this, the hotel also provides a doctor-on-call, boat cruises, and fishing facilities.Why should you stay here? Families and couples can enjoy the gentle sounds of the ocean at night and the hotel luxury during the day. This hotel is ideal for weekend/short getaways.",3,,21.6677132,87.7070999,2 Adults 2 Kids,"Purba Medinipore, Mandarmani",18340,Hotel Sonar Bangla,2809,Deluxe Double Non AC,d38c1ad89b123e05d562d8bd97acdf0a
ObjectId(5b379a6ee15bc1a8984f10c2),Newspaper|AC,04/08/2016,05/08/2016,Digha,India,"What should you know? Steps away from bay of Bengal, Hotel Ishani is ideal for the travellers with a limited budget. The property houses deluxe rooms and suites. The suites have attached balcony. All the rooms in Hotel Ishani are clean and fitted with cable television, telephone, attached bathroom with hot/cold water supply. Other facilities available at the hotel include laundry, power backup, and car parking facilities. The guests can enjoy sumptuous food at the on-site rooftop restaurant. Why should you stay here? Hotel Ishani is preferred by leisure travellers because of the adequate facilities available at competitive rates.",4,,21.6194019,87.5019531,2 Adults 2 Kids,"Gadadharpur, Digha",51152,Hotel Ishani,950,Deluxe Non AC Double,bd8e985d1be348e75f5eaa10038ccd2f
ObjectId(5b379a6ee15bc1a8984f10c3),Newspaper|AC,04/08/2016,05/08/2016,Digha,India,,5,,21.6197777,87.5003815,2 Adults 2 Kids,"New Digha, Digha",75464,Hotel Victoria,756,Double Non-A/C Rooms,3b8f33fc4a0e0782fb266fd462b9b45c
ObjectId(5b379a6ee15bc1a8984f10c4),WiFi|Swimming Pool|Newspaper|Bar|Card Payment|Elevator|Parking,04/08/2016,05/08/2016,Kakinada,India,"What should you know? Royal Park Hotel is situated in the business district of the city. The hotel provides a diverse array of rooms customized for varied travellers. The rooms are well-furnished, spacious, and are equipped with facilities such as AC, a safe, a television, a telephone, internet access, and a private bathroom. A variety of dining options are available at the in-house restaurants namely Cafe-De-Royal, The Nine, and Four Square. The in-house bar offers an extensive choice of cocktails and exotic beverages. Basic amenities include room service, 24-hour front desk, security personnel, a doctor-on-call, conference and banquet halls, parking, and travel desk. For leisure activities people can spend time at the indoor pool, spa, or gymnasium.Why should you stay here? With contemporary lodging and modern amenities, Royal Park Hotel offers a luxurious retreat for both business and leisure travellers.",1,,16.9531879,82.2360611,1 Adult 2 Kids,"Kosurivari Street, Kakinada",20969,Royal Park Hotel,3986,Business Class Room Single,3aa06d28e2dd870cf49a5e8f2e873ad8
ObjectId(5b379a6ee15bc1a8984f10c5),WiFi|Newspaper,04/08/2016,05/08/2016,Jamshedpur,India,A home away from home,2,,22.8327103,86.1674271,2 Adults 2 Kids,"Sangam Vihar, Sonari, Jamshedpur",116088,Tranquility Homestay,1134,AC Room with Non Attached Bathro,c096b1c6e96b5f3f8338d2710a402839
ObjectId(5b379a6ee15bc1a8984f10c6),Newspaper,04/08/2016,05/08/2016,Jodhpur,India,What should you know?Why should you stay here?,1,,26.2627697,72.9586945,2 Adults 2 Kids,"Ram Nagar, Jodhpur",16088,Fun World,2237,Deluxe Double,5bdc604b049c7af062ce42a2d4a6580d
ObjectId(5b379a6ee15bc1a8984f10c7),AC,04/08/2016,05/08/2016,Jammu,India,"What should you know? The hotel is situated near Jewel Chowk below Gummat at Sant Market in the city of Jammu. It offers 14 luxurious guestrooms with modern facilities like television, satellite TV connection, 24-hour room service, and round-the-clock running hot/cold water. It boasts of a food court and an in?house multi-cuisine restaurant that serves delicious meals to it patrons. Other amenities available here include cab arrangement, doctor-on-call, separate hall for parties, and travel and tour services.Why should you stay here? Location is the biggest USP for this facility. The hotel is located within walking distance from taxi stand, main shopping area, bus stand, and the famous Raghunath Temple and Mahamaya Temple.",1,,32.7386017,74.865303,2 Adults 2 Kids,"Jammu Tawik, Jammu",66696,Hotel Ocean Grand,889,Double Non-A/C Rooms,5bbb8f52624516d1369dfe9bdb0d1e21
ObjectId(5b379a6ee15bc1a8984f10c8),WiFi|Elevator|AC,04/08/2016,05/08/2016,Kakinada,India,"What should you know? Renuka Lodge is a budget accommodation option for vacationers visiting Kakinada. It is a centrally air-conditioned lodge with 19 well-kept rooms. In-room amenities offered by the lodge include cable/satellite TV, and telephone. Additionally, the location of the lodge provides easy access to many banks, ATM, shopping malls, and hospitals. The lodge is 60.4 km from Rajahmundry Airport, 2.7 km from Kakinada Town Railway Station, and 2.9 km from Kakinada RTC Bus Complex.Why should you stay here? Renuka Lodge is located closely to the Ferry Terminal of Kakinada where guests can enjoy a relaxed evening travelling in one of the ferry boats to and from this terminal to other places around the city.",3,,16.9506931,82.2327499,1 Adult 1 Kid,"Shopping Complex, Kakinada",44752,Renuka Lodge (Peddha Masjid Centre),473,Single Non-A/C Rooms,cb9c5541c80dca4390de16ca1d5f4040
ObjectId(5b379a6ee15bc1a8984f10c9),Card Payment|Parking|AC,04/08/2016,05/08/2016,Jhansi,India,"What should you know? Hotel Jhansi is located along Shivpuri road in Jhansi, Uttar Pradesh. The hotel offers 4 variants of rooms to its patrons. The amenities provided here include doctor-on-call, room service, and 3 in-house restaurants serving multi-cuisine vegetarian and non-vegetarian food. It is 3 km away from Jhansi Junction railway station and 6 km away from Jhansi airport. It is also located in close proximity to popular tourist attractions such as Ganesh Mandir (3 km) and St. Jude?s Shrine (2 km).Why should you stay here? Hotel Samrat is located in a prime area that makes important tourist locations easily accessible to its patrons.",4,,25.4507809,78.554039,0 Adult 2 Kids,"Civil Lines, Jhansi",30866,Hotel Samrat,865,Day Use Room (9 am - 9pm),904f5a952e14ecc0b25a2eb77f5ca491
ObjectId(5b379a6ee15bc1a8984f10ca),Veg Only|Parking|AC,04/08/2016,05/08/2016,Jamnagar,India,"Here at Yashoda Homes we have 2 rooms fully furnished to let out for our guests. The rooms have double bed, AC, TV, attached bathroom and wardrobes. Rooms are spacious, clean and furnished and equipped with basic amenities. Washrooms are hygienic with all time water supply. There is a separate living room and dining space well furnished, appointed and designed where guests can have their meals and relax in their leisure time. Guests will be welcomed with tea/coffee/juice as preferred. Khichadiya Park, Swaminarayan Temple and Lakota Lake are some of the nice spots worth visiting. Breakfast, lunch and dinner will be served to all guests on request with extra charges. We serve vegetarian North Indian food. Madras Café, Swati Hotel and Kalpana are some of the restaurants nearby where you can dine as well if you wish to. Public transport is available all the time. We will provide pick up and drop as well. So welcome folks to yet another home.",5,,22.4730053,70.0907516,2 Adults 1 Kid,"Rajkot Road, Jamnagar",116398,Yashoda Homes,1417,AC Standard Room,ded5736fe1b7cab98783f33b15dc6e9c
ObjectId(5b379a6ee15bc1a8984f10cb),Newspaper|AC,04/08/2016,05/08/2016,Jodhpur,India,"What should you know? Set in the heart of the city, within the premises of a 250-year old building, Shivam Paying Guest House exudes an authentic Jodhpur atmosphere. Atop this historic property, sits the rooftop restaurant which offers its tourists a panoramic view of the old blue city and the Mehrangarh Fort. The location is truly central as it just 6.6 km away from the Jodhpur Airport and 1.3 km from the Nagori Gate Circle Bus Stop.Why should you stay here? The family that runs this place are the original founders of the Ossian camel safari, which makes this guest house all the more appealing.",3,,26.2962284,73.0227356,1 Adult 2 Kids,"Clock Tower, Jodhpur",75,Shivam Paying Guest house,445,Aircooler Single,8425b1225cb45cf1925d4e3b1214146e
ObjectId(5b379a6ee15bc1a8984f10cc),Card Payment,04/08/2016,05/08/2016,Jodhpur,India,"What should you know? Shahi Guest House is a quirky Haveli that is rich in history. The building and the rooms are constructed keeping in mind the Rajasthani culture. They have two suites, namely the Shahi and Heritage suites. It offers facilities such as AC, travel assistance, spa services, Wi-Fi connectivity, and 24-hour room service.Why should you stay here? Shahi Guest House has been referred by Lonely Planet, and gives a panoramic view of the entire Jodhpur city.",2,,26.2930527,73.0160065,2 Adults 2 Kids,"Vyapariyon Ka Mohalla, Jodhpur",30123,Shahi Guest House,2667,Heritage Suite,3294aa0067d1b0eaaed186770d82bd0d
ObjectId(5b379a6ee15bc1a8984f10cd),Newspaper|AC,04/08/2016,05/08/2016,Jammu,India,"What should you know? The establishment is situated on Gurudwara Sunder Singh Road. There are 18 rooms in this hotel that come with amenities like room service, air-conditioning, attached bathroom, hot and cold water supply, wardrobe, and a cable television. It also provides facilities like front desk assistance, free parking, luggage storage facility, medical service, power backup, parking facility, newspaper, medical services, and laundry service. The property also hosts dining options for guests.Why should you stay here? This is a budget hotel with good accommodation facilities that is apt for family vacationers, leisure travellers, backpackers, and budget-conscious guests.",3,,32.7384224,74.8653259,2 Adults 2 Kids,"Chand Nagar, Jammu",62634,Hotel Sahil Palace,834,Double A/C Rooms,c14394bd689103ac172cf9f92298d337
ObjectId(5b379a6ee15bc1a8984f10ce),WiFi|Free Breakfast|AC,04/08/2016,05/08/2016,Jodhpur,India,"Rathore villas is a family home where family resides on the ground floor and the first story has the rooms ,a complete authentic luxury homestay.pack your bags and see unseen parts of jodhpur city and experience a rajput hospitality.",1,,26.3112011,73.050209,2 Adults 2 Kids,"Badla Road, Jodhpur",88064,Rathore Villas,1179,Queen AC Deluxe Double,9bfe179bea18e1ce44b4a3f903dff5b8
ObjectId(5b379a6ee15bc1a8984f10cf),WiFi|Parking|AC,04/08/2016,05/08/2016,Jalpaiguri,India,"What should you know? The industrial city of Jalpaiguri situated on the banks of river Teesta, is home to the Hotel Safari. This charming hotel with its contemporary decor, comprises of 17 rooms categorized into single bed non-AC, standard double bed non-AC, double bed AC, three bed air-conditioned, four bed air-conditioned and VIP rooms. Amenities include Wi-Fi internet, laundry service, travel desk, cable television, in-house restaurant, tours and trips, car rentals and parking, and doctor on call. Excursion tours to the famous Dooars Tea Garden are also arranged by the hotel. This place is 60 km from Bagdogra Airport, 2 km from Jalpaiguri Railway Station, and approximately 3 km away from Kadamtala Bus stand.Why should you stay here? Hotel Safari provides comfortable and spacious accommodation along with delicious Bengali cuisine at budget rates.",5,,26.7150764,89.142952,1 Adult 1 Kid,"Birpara, Jalpaiguri",26587,Hotel Safari,307,Single Non-A/C Rooms,3b5f3ebb0b0ab93bd75d9bb1b042ef17
ObjectId(5b379a6ee15bc1a8984f10d0),WiFi|Card Payment|Parking,04/08/2016,05/08/2016,Jodhpur,India,"What should you know? The hotel comes under the category of budget stay and is situated on Makrana Mohalla, Jodhpur. It is occupied with 9 well-furnished rooms ensuring modern amenities. The hotel provides various facilities to its guests, which include room service, complimentary breakfast, restaurant, front desk, and a travel counter .The property stays close to Umaid Bhawan Palace, Mehrangarh Fort, Jaswant Thada, Bal Samand Lake, Kaylana Lake, Ghanta Ghar, and Mandore Gardens. It is close to transit points namely Ratanada Bus Stand (1.4 km), Jodhpur Railway Station (1.7 km), and Jodhpur Airport (5.8 km).Why should you stay here? The hotel is centrally located and provides convenient access to various tourist interest points and nodes of commute while comforting guests with its state of the art facilities and services.",4,,26.2963943,73.0224075,2 Adults 2 Kids,"Manak Nagar, Jodhpur",54498,Sunrise Guest House,756,Double Non-A/C Rooms,a4ee6d9e0f4c77f6a7af62b03852879b
ObjectId(5b379a6ee15bc1a8984f10d1),Elevator|Parking|AC,04/08/2016,05/08/2016,Jammu,India,"What should you know? Located in the vibrant area of Upper Gumat Bazar, Hotel Ajay is close to various attractions like Amar Palace Museum and Kali Mata Temple. This hotel offers standard rooms, each with a private balcony and basic amenities. It is around 8 km from Srinagar Airport and Jammu Tawi Railway Station is around 5 km away. It has amenities like pickup and drop service. Apart from this there is a travel desk, internet, and 24x7 room service.Why should you stay here? Hotel Ajay is an affordable option in the heart of Jammu.",1,,32.7277031,74.8612595,2 Adults 2 Kids,"Jammu, Jammu",24071,Hotel Ajay,1112,Double Non-A/C Rooms,d3d6be4aac701f5f37681139d67dadfc
ObjectId(5b379a6ee15bc1a8984f10d2),Newspaper,04/08/2016,05/08/2016,Kalimpong,India,"What should you know? Located at an elevation of 4101 ft above sea level, The Silver Oaks? beauty is rivalled only by its heritage. Built in 1930, it used to be the home of renowned architect Frederick Deshraj and later, a jute magnate. It was renovated in the 80?s and now hosts some of the most spectacular views you may get to see as you travel the northern India. This luxury boutique has artfully appointed rooms, perfect for a getaway from the city.Why should you stay here? The Elgin Silver Oaks has stunning views of the Kanchenjunga, beautifully appointed rooms, electronic safe, and a 26-inch flat screen TV in each room.",2,,27.0592403,88.463028,1 Adult 2 Kids,"Upper Cart Road, Kalimpong",914,The Elgin Silver Oaks,6864,Single Room,b89694c47df1c09f307f618fa520b8c2
ObjectId(5b379a6ee15bc1a8984f10d3),Newspaper|AC,04/08/2016,05/08/2016,Kakinada,India,"What should you know? Hotel Swarna Palace is situated on NHCL Road, Sarpavaram Junction. Here, guests can avail facilities like 24-hour front desk, travel desk, internet access, STD/ISD telephone facility, shuttle service, and parking facility. This hotel offers accommodation in rooms that come with the in-room privileges like cable television, attached bathroom, laundry service, and doctor-on-call. Guests staying at this property can relish variety of south Indian delicacies in the dining area, or may visit the nearby restaurants for meals.Why should you stay here? This property is convenient for visitors as it is amidst market area. Guests can relax in this budget property and can also explore the nearby places.",3,,16.9956303,82.2410355,1 Adult 1 Kid,"Sarpavaram Junction, Kakinada",44542,Hotel Swarna Palace (Near Trust Hospital),400,Single Non-A/C Rooms,80dde3dc9799c13b6a2d7718fb8f91e0
ObjectId(5b379a6ee15bc1a8984f10d4),Newspaper,04/08/2016,05/08/2016,Jammu,India,"What should you know? It is an economical accommodation situated at B C Road, Jammu. It is occupied with 24 well-carved out rooms, ensuring peace, comfort, and courteous hospitality. Apart from modern room amenities, this hotel also offers other on-site facilities like an in-house restaurant and front desk, which make the stay convenient and memorable. While staying here, guests can explore some famous tourist places like Bahu Fort, Raghunath Mandir, Shiv Khori, Baag-e-Bahu, Mansar Lake, Vaishno Devi Mandir, and Amar Mahal Museum. The hotel can be accessed from General Bus Stand Jammu, Jammu Tawi Railway Station, and Jammu Airport.Why should you stay here? Hotel comes upto the expectation of its guests by giving them a value for their money in terms of location, services, rooms, and hospitality.",1,,32.7324867,74.8598251,2 Adults 2 Kids,"B C Road, Jammu",61648,Ram Singh Palace,473,Normal Double Room,d7d30f7a3292acbebd38a83f861aa038
ObjectId(5b379a6ee15bc1a8984f10d5),Newspaper,04/08/2016,05/08/2016,Jammu,India,,4,,32.7311783,74.8636856,2 Adults 2 Kids,"Pratap Garh, Jammu",68998,Hotel Savera,500,Double Non-A/C Rooms,6b334c0f91e3b1b7a82cdb59a9010218
ObjectId(5b379a6ee15bc1a8984f10d6),AC,04/08/2016,05/08/2016,Jammu,India,"What should you know? This hotel has 16 rooms in total. Some of the amenities available for guests at this place are internet access, doctor-on-call, laundry service, air-conditioned rooms, cable/satellite TV, and tea/coffee maker. 24-hour concierge/help desk and valet parking are the other facilities available at this place.Why should you stay here? This property is suitable for solo, backpack travellers, and bikers.",5,,32.7312279,74.8649368,2 Adults 2 Kids,"Old Heritage City, Jammu",61384,Hotel Aristocrat,500,Double Non-A/C Rooms,1e0fe05abd287aab13fd51a333feca0c
ObjectId(5b379a6ee15bc1a8984f10d7),Newspaper|AC,04/08/2016,05/08/2016,Digha,India,"What should you know? Hotel Seagull is a three-star hotel located close to the Old Digha Bus Stand. Hotel Seagull offers luxury accommodation through AC rooms and cottages. The amenities offered by the hotel includes room service, cable TV, telephone, car rental, parking space, and doctor-on-call. The hotel also has a rooftop dining area where you can have a plethora of mouthwatering dishes. Activities like water-skiing, snorkeling, and para-sailing can be experienced at the Digha Beach located nearby.Why should you stay here? There are also several places of interest nearby like Tajpur, Kapalkundala Temple, Shankarpur, and Chandaneswar Temple located close to Hotel Seagull.",2,,21.6253281,87.5297928,2 Adults 2 Kids,"Gobindabasan, Digha",35636,Hotel Seagull,1569,Double AC (Non Sea Facing),b02406398df09a62205e639af38f4662
ObjectId(5b379a6ee15bc1a8984f10d8),Newspaper|AC,04/08/2016,05/08/2016,Digha,India,"What should you know? Located less than 300 metres away from the Old Digha Bus Stand and the Old Digha Beach, Hotel Aditya International is easily accessible. This two-star facility has 40 rooms with all necessary amenities like AC, TV, refrigerator, and telephone. Some of the rooms available here are sea-facing. The hotel has a multi-cuisine restaurant that serves traditional Bengali, Indian, Chinese, and Tandoori dishes. Hotel Aditya International also has conference facilities available for corporate visits. The hotel also provides car parking and currency-exchange facilities. Tajpur, Mohana, Kapalkundala Temple, and Shankarpur are popular tourist sites located nearby.Why should you stay here? Guests can avail travel assistance from the hotel for sightseeing.",3,,21.6234016,87.5239563,2 Adults 2 Kids,"Gadadharpur, Digha",35624,Hotel Aditya International,2323,Royal Deluxe Rooms AC Double,396114c34ec3baa5513d8677b864fe70
ObjectId(5b379a6ee15bc1a8984f10d9),Newspaper|AC,04/08/2016,05/08/2016,Karaikal,India,"What should you know? Hotel Nandha has twenty-five rooms with basic amenities such as hot and cold water and telephone. The hotel serves veg as well as non-veg South Indian and North Indian food. The hotel houses a bar and lounge area as well. Room service and doctor-on-call facility are also available. The hotel provides car parking facilities and has a travel desk along with a conference hall which is also housed in the hotel.Why should you stay here? With its vicinity to the bus stand, Hotel Nandha provides a clean and comfortable stay option for travellers.",1,,10.9290876,79.8383942,1 Adult 1 Kid,"Kilinjalmedu, Karaikal",13158,Nandha Hotel,723,Single A/C Rooms,32194fea9cd7291a1202051c0c95af84
ObjectId(5b379a6ee15bc1a8984f10da),Newspaper|AC,04/08/2016,05/08/2016,Jodhpur,India,"What should you know? This small hotel is located near the bustling centre of the city. The 11 spacious rooms are comfortable and well appointed with essential amenities, such as air-conditioning, cable television, and an attached bathroom. Business services include wired internet access and Wi-Fi facility. The multi-cuisine restaurant on site provides an array of vegetarian meals. A front desk, free parking, laundry and dry cleaning facility, room service, and medical assistance are a few common necessities ensured for the convenience of guests.Why should you stay here? Centrally air-conditioned, this hotel provides modest and comfortable accommodation for guests that comes with a number of essential amenities and services.",1,,26.3022118,72.8633652,1 Adult 1 Kid,"Medical Market, Jodhpur",67566,Hotel Prince,1156,Single A/C Rooms,19e476f846d7175fab65dc69ebc30958
ObjectId(5b379a6ee15bc1a8984f10db),Newspaper|Card Payment|Parking|AC,04/08/2016,05/08/2016,Jalpaiguri,India,,4,,26.8359718,88.8021469,2 Adults 2 Kids,", Jalpaiguri",78816,Resort Murti,1250,Non A/c Deluxe Double,68d4eb52644f9172386a85ce3a0f40a0
ObjectId(5b379a6ee15bc1a8984f10dc),Parking,04/08/2016,05/08/2016,Kalimpong,India,"What should you know? A hotel that offers a beautiful view of the Neel Pahari Hill and has all the basic amenities in its rooms, Neel Pahari Resort is quite close to the main road and yet away enough to give you a peaceful stay. All rooms in the hotel are kept neat and clean and come with an attached bath facility. The hotel offers parking facility, in-house dining, transport service, and campfire facility. Bagdogra Airport is 99 km away from the hotel whereas Bagrakot Railway Station is 77 km away.Why should you stay here? Neel Pahari Resort gives you the scope to enjoy the beautiful Neel Pahari Hill while remaining in a warm room.",5,,27.1326027,88.5937958,2 Adults 2 Kids,"Paiengaon Forest, Kalimpong",32976,Neel Pahari Resort,1067,Double Non-A/C Rooms,e32640c66392fe8452b70ab30d57ce0c
